repeatIndex,nodes,tasksPerNode,chunkSize,chunksPerTask,direct,filesystem,singleFile,repeat,stripes,operation,alignment,strided,randomStrided,bandwidth,dataSize,tasks
0,1,24,4,4096,True,vast,False,10,1,write,4096,False,False,0.14421825808344868,0.4323455642275676,24
0,1,24,4,4096,True,vast,False,10,1,write,4096,False,False,0.14372448674726793,0.4323455642275676,24
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,112.70060569628342,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,111.25123452551962,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,111.17945036518343,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,109.99799150386902,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,108.16867737192834,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,112.31997307142733,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,111.83395343732323,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,112.54104537181158,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,118.96623242387518,4427.218577690292,240
0,10,24,4096,4096,True,vast,False,10,1,write,4096,False,False,143.32535679067098,4427.218577690292,240
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.54835549982379,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.34338986391295,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.161678112820386,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.267514267617432,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.440695464562186,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.44307145954655,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.480335360428022,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.51880857944865,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.49681399409674,221.3609288845146,48
0,2,24,1024,4096,True,vast,False,10,1,write,4096,False,False,22.733877758589664,221.3609288845146,48
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.378803668901863,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.39660086983608,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.35329148074068,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.158812051385013,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.083557726354226,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.249201431748133,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.38875049338223,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.092661866136538,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.202805322570114,110.6804644422573,24
0,1,24,1024,4096,False,vast,False,10,1,write,4096,False,False,21.177985543464743,110.6804644422573,24
